child_id,parent_id
cb9ce796ef57d48d928c130fb29aa3244,c0d61f8370cad1d412f80b84d143e1257
c43a9dbef834779dd53e702de55014d64,cf623e75af30e62bbd73d6df5b50bb7b5
c7859abc990d134ec3616a63e82a54ae4,c43a9dbef834779dd53e702de55014d64
c81491c6c1b8d9260b661b2c4353800e9,c43a9dbef834779dd53e702de55014d64
c5438d53021fd468e46f42f0d0e6bc9d2,c1a28cc3105733cea0da236f8766965df
c447d51b0407a8a0976fab11b8c379623,c8e0339418601b3c8529602af1017e182
c6bb86e2aac8536645e3e68888ceb00cd,c447d51b0407a8a0976fab11b8c379623
c8ceff07c3d48bff84bff102c6677e711,c6bb86e2aac8536645e3e68888ceb00cd
c0ef7f773443d5ae30aab0e4ccc8523c2,cd9a619a2695b5f0a499347bfd1779528
cabda25a99881ca1d76539e3a709332b6,c0ef7f773443d5ae30aab0e4ccc8523c2
c08defeb533f8f4051a1214596281ab8f,cdd7536794b63bf90eccfd37f9b147d7f
cf6ba12c41a831c701112c77755a69df6,c08defeb533f8f4051a1214596281ab8f
c7241cd05e181f32e761da80b20e5ce68,cc4ca4238a0b923820dcc509a6f75849b
c415937f73524fc3a3409bd7b5c7288f3,c60806a484aa67dd4b1f9835cf1de9551
cc993af01b81c9685d4da67e3fd1aeb4f,cced119c85ed58cffc529bea9406c4da0
cf7f4264e04f5892876019901c2bb0286,cc993af01b81c9685d4da67e3fd1aeb4f
ce73e21352b33cdda85df80bf6a0b1c9a,cdd7536794b63bf90eccfd37f9b147d7f
cd098c79b35e811d0d88db17f183ca85d,ce73e21352b33cdda85df80bf6a0b1c9a
c4cf74ecf5f4eb3344d8a34bd44b3883c,cdd7536794b63bf90eccfd37f9b147d7f
cbd0ddc3412094f6cc43a30e755e9aa6b,c4cf74ecf5f4eb3344d8a34bd44b3883c
c20c39e81fa85fc0d909d84d686bdaed5,c4cf74ecf5f4eb3344d8a34bd44b3883c
c4b3f24573ab6216e3cd5ba5620a532d0,c4cf74ecf5f4eb3344d8a34bd44b3883c
cde710e92e2b5f71c4705421cdb896b70,c316f4ff7c9875e5f6084acc357705350
c775af972bcb8b2454fab5649b32e09a5,cb7e9c6f7a17a63ddd8eeb999ec10ca96
ceee4ee5b8e11e22d2855a1291e1e1c7d,ca62a6f38f8937034752e7a1547a2b35b
c9b45575cb2708dca1073e80318b62259,cc81e728d9d4c2f636f067f89cc14862c
c2e9b580ec0b1fe078e6c5dc653cc34f4,cb49e26a7c427a576d0ac339e33306f55
c66420cc2de14716d9134e1f29536a4d0,c90d2ecfcda21862da62fc77527bbc9d4
ce007936645ee34346b36c5d135c6e46a,c66420cc2de14716d9134e1f29536a4d0
c859b107ac43d70b918cd9783eb9f7164,c9d5ed678fe57bcca610140957afab571
ca287e3cf8f643280c9a702c192de2b67,c859b107ac43d70b918cd9783eb9f7164
c9656ce5c95bf9c2606bafc79daddf2cc,c08defeb533f8f4051a1214596281ab8f
cb3e69fc305deb4c9a98c9eca7d1a7746,ca876441e5617c00df92cac5bd24d5730
c4a27443af3186b6fb2e4e4d91045543d,c80d032dea264773aaef868f6b970f82b
cdb3c1c216f4094bebf69078b1136c069,c4a27443af3186b6fb2e4e4d91045543d
cb5f4b1ab6536efcf05f785145ab9b91c,c43a9dbef834779dd53e702de55014d64
c09ffa1dd5c3af686d5965243e73b3eda,c43a9dbef834779dd53e702de55014d64
c3205641de1cf8fb3a4eebd42d8af3216,cd9a619a2695b5f0a499347bfd1779528
c9da290dd5127433e2d89e32715705b26,cceb74a9387f63b428a6755bf33195300
c9bdeb33a6ddc5e3b5f3123b705fd8459,cdee8549464c0203e2684f071f41bfbcf
c0d64a205a1b6a15c578087f7d303bfbb,c9bdeb33a6ddc5e3b5f3123b705fd8459
cd620370ea49d069ec1e4b3c5820e8d42,cf623e75af30e62bbd73d6df5b50bb7b5
c721296c5ac6d86d1da41b09879e37861,cd620370ea49d069ec1e4b3c5820e8d42
cfbae3b1930e98d4d34257f75f33d1b42,cd620370ea49d069ec1e4b3c5820e8d42
cd493f0296f5f8a3640b9e7667f0e6bd5,cdd7536794b63bf90eccfd37f9b147d7f
c7b46f454bd7438e4073a007078c10121,cd493f0296f5f8a3640b9e7667f0e6bd5
c1c3d19b09fd9005623bf201b936bfde7,cd493f0296f5f8a3640b9e7667f0e6bd5
c3aab368c3fde73e33b09540aa86082cc,ccc1ffa7e444f6be1c12716a819bff7e7
cf358302b6db38c9fe83f38b3485cc842,ccc1ffa7e444f6be1c12716a819bff7e7
c67100ed501b66e8db0c4e3cf28f0ef2c,c6f36775edba5bb99a569151efeada37f
c09ebff1175d61ae651c221bb23068d78,c67100ed501b66e8db0c4e3cf28f0ef2c
cf95a4b44347ba75d44a58eda168ef8eb,c0d61f8370cad1d412f80b84d143e1257
c94b3f6ec070d43ba220fc34ed964ed37,cf95a4b44347ba75d44a58eda168ef8eb
c7b46953d2c83eaa76ff4aa7afd0aa8be,ccc1ffa7e444f6be1c12716a819bff7e7
cd5c0d98b77686a9f3bc157389080d5db,ccc1ffa7e444f6be1c12716a819bff7e7
caabe26671da57c57ed9e5c3c8e38b2ec,c8cc04ad7d7689523eccca17f9038898d
c1c196df9ba3a98de13b10d87c11e3632,caabe26671da57c57ed9e5c3c8e38b2ec
cbc54d2c7356259fa974b159c335496df,c9d5ed678fe57bcca610140957afab571
c2614f614291a58ccb27627816af72c21,cbc54d2c7356259fa974b159c335496df
c7c88f982f982c602c229fbd164495939,c9d5ed678fe57bcca610140957afab571
c8434c1c1e4c5ee3223be2e551eff45b8,c7c88f982f982c602c229fbd164495939
c3aeb25a0fb59a137b25f3eb822a639ac,ccc1ffa7e444f6be1c12716a819bff7e7
cc6dbc4d50c37ea65a73dfe5b6f700eed,ccc1ffa7e444f6be1c12716a819bff7e7
c1bcba9b4d521aa830f88baa1702993b6,cef5714e0519bfaa645cdff7d28843b70
c7d8b7aa7b7dd28bc7009d16048a645b4,ccc1ffa7e444f6be1c12716a819bff7e7
c1e0d3cf53b7c607e175036b3f8100154,c31cfddfce2299630e55c8f85f01e905c
c82152231a31c72cc87ffa006816deb42,c1e0d3cf53b7c607e175036b3f8100154
c076d3c4debcf29df47c985ff1cd17a3b,c82152231a31c72cc87ffa006816deb42
ca8c2f8aa5faf0c849cbea219b38d51f0,c076d3c4debcf29df47c985ff1cd17a3b
c5f79af7def04db58d2dfe4e5b49d6ce2,ccc1ffa7e444f6be1c12716a819bff7e7
ca8fa973ceb2418457cda91029b6a5c21,c27176cc576b0443fb76125453b4e8924
c4724546aef13d097f2d4995c6da1af29,cba1f70d5b0194230cb99d9ad75f6b935
cda4eda226fe9dfa4648bc6e00fb7e049,c0731781748b2c245000f909ac7778d36
ca55ee7dbef97d21dcf2be0402751c859,cc4ca4238a0b923820dcc509a6f75849b
c5ae68d87af1381d82f813d8b6e3083aa,ca55ee7dbef97d21dcf2be0402751c859
c772997cbe58510d375972e962e3a73b9,c5ae68d87af1381d82f813d8b6e3083aa
c9664362669c41a4d08ca107308abce7e,ccc1ffa7e444f6be1c12716a819bff7e7
c195d7ee3253328d9c13632bc51be93b4,cd47350da9b49399182a81e9b52d7230a
c976eb90218b820708560f82a78330906,c195d7ee3253328d9c13632bc51be93b4
cbd7ca261520f2d9424bf812e52cefbd1,ce73e21352b33cdda85df80bf6a0b1c9a
c30263f19b11c5e40f1968bde2b1f3a7d,cbd7ca261520f2d9424bf812e52cefbd1
ca35fe3d318170ac24df492117a49017d,ccc1ffa7e444f6be1c12716a819bff7e7
c014dff415413ffa75e12363b60ace2d4,cc8205c7636e728d448c2774e6a4a944b
c7f827addd8c6fc72616e58fe54deabe1,c014dff415413ffa75e12363b60ace2d4
