id,name
ae0085426cace556c49c2ef7f4f6abf95,Risto Miikkulainenz
a46602aa988d4475a1386063a26561aac,Wee Kheng Leow
a8e66d0aa09d04567747e8bd5c08aa16f,Charles Chiu Benjamin Kuipers
a4f5c14c7c5d6b96f81c9573dd1fe0e30,Daniel J. Clancy Benjamin J. Kuipers
a8de75ed17a93f9b28968df7680b6acbb,James Crawford
a69476605a0b12f84e071c346751d9004,Daniel L. Dvorak
a925245e34c3299ef7f52284b8a139a46,J. Doyle
a2ae8fac84c2931bd84b0a53c03d2d46e,E. Sandewall
a0a81f87d6d781f65bf1c20cdd77589ef,and P. Torasso
aa147e136bfa717592f2bd70bd4b53b17,editors
a51454d47392ec641b1957048906763f4,Benjamin J. Kuipers Benjamin Shults
a7f54a4f47f83e25699fdbdfe51e73ee3,Benjamin Kuipers
a74bef164d915fa71bacc9bf1fae26abe,Benjamin Kuipers B. J. Kuipers.
a7157d28a325ff51d020c086cba6e54bf,Benjamin Kuipers In H. L. Pick
aef94783f2b0eef9aa68c0c2ce66995c9,Jr.
a90e3aa1f9d2ffe4030af699c8c974030,L. P. Acredolo
a6d66e251a477c8fe78b03dcff261ec67,Wood W. Lee Schlumberger Dowell P. O. Box Benjamin J. Kuipers
a740ef4c0eb7d7bf42e40626d2648fa53,Raman Rajagopalan
a04887e906625c204c0be8fc514703f81,Benjamin Shults Benjamin J. Kuipers
aab8a7fbf37306725b0885abf201d69f0,Takashi Watanabe
a6d482e00216051659d66df8ea05d72fe,Daniel J. Clancy
a3a26ec6fd692079c21629efe3950c24e,Herbert Kay
aeba7f6bc40b4631346f60dff334d640a,Kevin J. Sullivan Ira J. Kaletyz David Notkiny
a10b2672c37e783b6d064a637604c8a6d,Raghu Ramakrishnan Divesh Srivastava S. Sudarshan Praveen Seshadri
a4e890c5b0cd77b24fe0d13559f4dba31,William G. Roth Raghu Ramakrishnan Praveen Seshadri
a6154f82f09b650eeb0de6df6c15d39d2,Michael J. Carey David J. DeWitt Jeffrey F. Naughton
ac093cbd4803e23d080d90cdb74639e82,Michael J. Carey David J. DeWitt Scott L. Vandenberg
a6989023c8ef33998eadcd9fcfd9d9b70,Michael J. Franklin Michael J. Carey
a636d96514b3c37fffc1437de7a7a4c8c,Michael J. Carey Michael J. Franklin Markos Zaharioudakis
ad9b3accea422301b093ec62d4cda632b,C. Baroglio
af11bda8c649e287aa34568f4e81eb064,G. Lo Bello
aaf568dd66f8c97786440147672e9e5ce,Donald Webber
ad4df5d39977a663a2637e54713e02ff1,Eric Tomacruz
acb537b55597c7ddb3cc5584555f08c21,Roberto Guerrieri
ab1da0af9fd4d787ca294a80e1040c2aa,Toru Toyabe
af92744592dd2011cfff86ae009f10459,Alberto Sangiovanni-Vincentelli
a1e3202a03ee257276d572ba9bd4b2f11,Henry Sheng
a3994d7f8f726995af94a45c2e504f900,David A. Burgess
af0fa33a291d97479f0547bf54394b089,John G. Lewis David G. Payne Robert A. van de Geijn
a09bf6c6837cb23490445316e4004f5a2,Robert A. van de Geijn Jerrell Watts
a1058e453d381c1944abebd9f25eb451b,by Rosario Gennaro Silvio Micali Campbell L. Searle
a4af5626e18fb11cc6e92f189a749e0f4,Rosario Gennaro
a9ba82a7fc7094f1741be4c742c7353f1,Peter Turney
a82999a21466d5e4423b04c4ac05b3cc8,Nada Lavrac Dragan Gamberger Peter Turney
ab211ce49fb0a190a2f1faf42beab95de,P. Turney
add72a6fa238bfafcd756f0aac83d66d1,Nada Lavrac J. Stefan Dragan Gamberger Peter Turney
a0a91e8014c4292ab187e22c52c5e14cd,Mark Schwabacher Haym Hirsh Thomas Ellman
a95d9c1e641a94da9dc681b69f6d34f1c,D. Randall Wilson
ae000dc1673e62978461edc2491821ad4,Tony R. Martinez
a63b4498da12e316ba86ef413e2870295,R. Timothy Edwards
aef7f452bee4414816d6c4bfbcd53a645,Gert Cauwenberghs
a235725843dda4474da2bd73c22b2485d,F.J. Smieja
a9eccb74ea2f4a8a7814e370a9e7a4478,Beng-Hong Lim Ricardo Bianchini
afad37182fb09449f0595d7aad354599b,by David Lars Chaiken Anant Agarwal Arthur C. Smith
a44944a940645d1dbeebed9e11f14f868,Kirk L. Johnson
a01623fa9a0b626622e601a775bd59a65,M. Frans Kaashoek
ad8e21be3a093746eb18e54321089ce49,and Deborah A. Wallach
a303dcb2fa693725a1e3f382ff6e02d55,Latanya Sweeney
a7880934fd8f1b9ed434aac9cacee5969,Patrick Thompson Latanya Sweeney
a273d6e8d436d9e8e05ffc02f695027a8,Patrick Thompson
aded6cdf7e936931aec5b4a382ad8c62a,by Latanya Sweeney Arthur C. Smith
a8f6de74561b8cb8c971119f4888d4a8a,Robert Kasper Bernd Kiefer Klaus Netter K. Vijay-Shanker
a155a72c23fb9cc620d0b904aaef5eb58,Lorna Balkanfl Klaus Netterz Doug Arnoldfl Siety Meijerfl
ab9d7b113517203174ae1b42f621be247,Gunter Neumann
af10ab51919cf6e5bf1719c3a21a08995,Gertjan van Noord
aa9c532a4187e7cd32193c493a6da3a8f,f ur K unstliche Hans-Ulrich Krieger
af60119ea8883fbf77f79c455a9bcd80f,John Nerbonne f ur K unstliche Intelligenz
a5ad944887c72fe5173fca1048f657c83,Ran Avnimelech Nathan Intrator
a3ae698cce847b2bf08137ccde5ed4b3b,Nathan Intrator Shimon Edelman
a76cd235c025a9b21c4ba721e31d82051,Nathan Intrator Daniel Reisfeld Yehezkel Yeshurun
ae3d9d2b2104e4676f2c3e32fdc203ae1,Nathan Intrator Orna Intrator
a45dc267e61faa159aa644a5d12f04654,Nathan Intrator
a14ae9a4b2d52625e6bf47917e66a66c9,Yuval Raviv Nathan Intrator
a7cdc7df08fac41c0eb4f61825ce937e7,G. Winfield Treese Alec Wolman
af5bb15c6a16d4c93f5bfd148192d8e82,eds. D. S. Touretzky
a3442e1c22fcd867db4cfbf9fe62f885b,M. C. Mozer
a259849e24dffb2e64fbc31202e71bad7,M. E. Hasselmo
a6d69643bacbb60432aba7a68789632bf,Christopher K. I. Williams Carl Edward Rasmussen
a1f76afc5b098441fba642d14d4acabcc,Yue Zhuge
a3bdc69da60f9dd8ab2215609e7b1c5cb,Hector Garcia-Molina
a4a8a3568398ab1993a443bac69cf5619,Joachim Hammer
ad417797abcce2adafc5216972a188a93,Jennifer Widom
a513f807ee2ff21d1851e2e9b1d2966ee,AND JANET L. WIENER
a82cdbd94a138070d230f4afc99926b8c,Janet L. Wiener
a5cfc46a11689bc80dd25a169fa48801e,Wilburt Juan Labio Dallan Quass Brad Adelberg
a87c39641a8789a813c87381c2e9aaaeb,by David R. Wolf
ad1a4f18b1b338c54d2cc3c944c2953fa,David H. Wolpert
ab4a129ed6dadcae1d810ca473d7c2f3d,M.V. Nagendra Prasad Enric Plaza
a80b04ed7385ae3eb4108773838e72f2e,M V Nagendra Prasad Victor R. Lesser
ac078d2e2d6d5c17da689847bf19b569b,Susan E. Lander
a5d907f0f0ab6f86580418bea90e51459,V. Lesser
a2abc7c62e817d5b8492975daa7448912,K. Decker N. Carver A. Garvey D. Neiman
add8a0b261e3902622d016efecdc3be45,M. Nagendra Prasad
a5ce935b21b7a4ae894e437bf0a7cacc2,T. Wagner
acf552e167b0d16c4e3bb9baf733e979c,Arvind H Nithrakashyap M V Nagendra Prasad
a5b5cbfbd8d51290616368f0d852c8458,Leonidas Fegaras David Maier
a1a3aa4834b3a17154a136799b1254d1a,Laurie H. Ihrig Subbarao Kambhampati
a2801e04187c7de022a66fe60e797c290,Edgar Osuna Robert Freund Federico Girosi
a47cbbb511f206ec91ef703d0e40ea120,Marco Fillo
a0c7034d4e4a68cd25eb8e31a286e3c90,Stephen W. Keckler
a704a2e1d858a52aa2ca560d5468782fc,William J. Dally
ac853e1c1d5dfef2bf62bbe76c3c3c48d,Nicholas P. Carter
a8ec8fee56ad19d491ec39a8ec6085885,Andrew Chang
ad724f9969ba1026f6af700b5750d5138,Yevgeny Gurevich
aa218cf3f3d0a7e34ac78d9d62146d106,Whay S. Lee
aa3766c80a1657a8e606bbeaa062998c8,Roy Davison J.A. Stuart Fiske
a82ccb06d78f622bcaede7a33a7fc4846,Greg Fyler John S. Keen
ad9bf081176efd598407db06435b5e996,Richard A. Lethin
a197b9309f3392e2af67fc3e42f14f9ed,Michael Noakes
a20733743f60378a98dbfd9943127408b,Peter R. Nuth
acc38f9d722e10c477b33e24683de668b,by Brian Scott Eberman
a19767118513ad052a87ac4a5e1c9264f,by Gideon P. Stein
aeb9ba1dda68f4e79d43d31493723c11d,John C. Mallery
ac25d50a2561569a976de9e5789ad5690,by Oded Maron Tomas Lozano-Perez Cecil H. Green Arthur C. Smith
ac473d1bb1161115979db4504b05a9a84,Oded Maron
a84ed399bdd9cb816323f5592cbd6bc45,Bernhard Pfahringer
aa497aa71ea311050d14b8bf13bd443dd,Johannes Matiasek
aa95487f70af283ce792e224b215605ed,Johannes Furnkranz
ac682b2beecb89e3b1b6a7fe4c50e61f2,eingereicht an der Technisch-Naturwissenschaftlichen von Johannes Furnkranz
a72281fc26d5ad46dcda0f0a9810b77b7,Johann Petrak
ac737a3b116659878b6800eeecd5383b7,Robert Trappl Jacob Bercovitch
af353dc3ebe4998df65a86a894d20e729,Johannes Furnkranz Johann Petrak Robert Trappl
a981d32591b8e91f2b485400b99fffc0d,Franz-Gunter Winkler Johannes Furnkranz Newell
a0fe0ef33431565a25cc06f3da5e93c88,Shaw Simon
a621c4550521154ce7faf6ae5d2db6a8c,Johannes F urnkranz
ad6839300d2b4e488d20f1566b8f7e795,BERNHARD PFAHRINGER IAN H. WITTEN Editor: Philip Chan
a1598394b610ed7e720ae993fc6132e0d,Alan C. Schultz
a4855a40736b17e0eca09195c615ebd54,Floor Verdenius Robert Engels
aeabbc465d4ee61e42a90917575833cd2,Steve Ward
a3519e061156cb75f831e8d933dd6a2a2,Karim Abdalla
adf7b17ffebe5807523b9051cc6c9e206,Rajeev Dujari
acb3eed61338e67557a3ee2b09ee8b51c,Michael Fetterman
ad86baaae5498e6677dc52341755c0174,Frank Honore
a81679b615a321125318478d4b07e804d,Ricardo Jenez
a3cb72d968677319e008d5510b28471ab,Philippe Laffont
a3a385a92ebf280d521e635e9d5ee3283,Ken Mackenzie
a07601c2c5e140ae646e091e18304c235,Chris Metcalf
ae38502951f22a5818d9f16d497ff406e,Milan Minsky
ad44c29a6a9447cc9f22dfa97a9586097,John Nguyen
aa129b7da1e0ced80c725f042b48303e1,John Pezaris
a5594e1316ebb18254c3b3f14593f2972,Gill Pratt
a772e67bc9331b436e009f46b302fcf74,Russell Tessier
ac2660e9fb7ee3f9061b0b25797793e38,David Shoemaker
ad856e4f5916e1c8f8ded5b244712749c,Frank Honor
a857322c0faf51fe366103d2006304ad4,and Steve Ward
ac8dc966f6a928fc19b1a39d015310ef9,Rajeev Barua
ad9e5770e72090419d1789b3dd6a15529,David Kranz
a2c9c58b5feab308b9dadc80b657ca5c0,Anant Agarwal
a880b9300baa7a07c8dc9a1fbfff7f259,Beng-Hong Lim
a2d52a7192b871525f6bf7339d3085006,and John Kubiatowicz
a1e5967190a8bef28a06cde1fd38d1736,Donald Yeung
a0fbe3b77be48b47facad739f69e46a01,Kenneth Mackenzie John Kubiatowicz Matthew Frank
a8746761b6ef52357192ef2beb0521bcf,Walter Lee
a60ea6fa2236810aa9f3b0de2984d711c,Victor Lee Anant Agarwal
a965d4b03a61c598498ab0e78b59b6546,Devabhaktuni Srikrishna
a3798ba6fb9908bfc335f1eeabaa168da,Jonathan Babb
ae034530e64a145ec12a2599d0b67d756,Vivek Sarkar
aab99c9a3623ae177b05b069beffebb26,Saman Amarasinghe
a70ba6642149656700554deb44cf3e7e9,A. Agarwal
a62afca247e66aa8e21dbf9cd9c9a0909,S. Amarasinghe
a1e48c608caa2a906b419bb43160fc7e7,R. Barua
a8b12ff2969483fb5753a7cd7c6f09a1f,M. Frank
ac06ae793b970c34b90c689f48a31fa81,W. Lee
a5eb278abda21b628d42021fb23d2599f,V. Sarkar
aaeb6d846e42444fd9e281a4734187423,D. Srikrishna
acc8d2169b105d6567322d27f90bbca3e,M. Taylor
aeb633f690c2d02eaefa472e2bff24ba6,Ashok K. Goel
af2ecf46255cdf5e204e1c0ba8685ae96,J. William Murdock
a77fdb4c00fe745d96ed3e9359af92cc2,Kenneth Moorman
a573d8a1ad35899fe1bbd34cdb9e12baf,Ashwin Ram
a60c55d49fec819a42bf28a2dd9213050,Mark Devaney Ashwin Ram
a06734883deadf94c1f0f9a2315e44428,Rida A. Bazzi Gil Neiger
ab61c715c83909767b80db8a0652d69df,Christian Clemen~con Bodhisattwa Mukherjee Karsten Schwan
afd577415112834db0e1c66b9e38b88e7,Gil Neiger Rida A. Bazzi
a18fb1c617547ec906830434dc84ef70c,Kavi Mahesh
a311f88e8f261482b9f709c640108b402,Gil Neiger
a95b063151c22e1a7666f23d0e482eff2,Eleni Stroulia Ashok K. Goel
aa81b0726f9f65ce5de6c442a756d17c7,Kaushik Ghosh
ab95967f17532f5f936e2a98735e2b771,Kiran Panesar
af9b221ab5c827a1a60a9516bdb0b7731,Richard M. Fujimoto
a60cbe4c6ab4b12e6c2f5dbbf36ac8c46,Karsten Schwan
a0651717bdd205f0182f0ceecf2a71d05,Ranjit John Mustaque Ahamad Umakishore Ramachandran R. Ananthanarayanan Ajay Mohindra
a4d6e8db828a6ccc61cdeca1aea1430ab,Kristian Torp Leo Mark Christian S. Jensen
a2d5b7c89e25be767f53f19c360aeb967,Amarnath Mukherjee
ad725754cadf0889c71c619cf7597d3b2,and Karsten Schwan
ac049c75c2d4817a619ca3abb94629270,Ajay Mohindra P. O. Box Umakishore Ramachandran
ab9b1c5c10a54d6bf0aeccdc37d81f23b,Weiming Gu
a1ef989cdbb5dcdf8c60e50405b921132,Greg Eisenhauer Weiming Gu Thomas Kindler Karsten Schwan Dilma Silva Jeffrey Vetter
ababe10121ec97a29fb82033f04faca97,Steven M. Klivansky Amarnath Mukherjee Cheng Song
aea838a61c61e7203d7f8392f36d36240,Thomas Kindler
ac0487254e523abeb345f37dfda64aab0,Karsten Schwan Dilma Silva Mary Trauner Fred Alyea
a72ae3d45e0cb0eb5543ca60e44c2f013,Lara D. Catledge
afeb0a41210285ca43af2b4e523292b19,Colin Potts
a9ce5b817840640a75c719088b1ec176c,A. Adas Amarnath Mukherjee
a83c466a9cea85e4646cb15c10cd02c02,Kalyan S. Perumalla
aee28da1969dac80ed83a84ba2080121c,Richard M. Fujimoto Andrew T. Ogielski
ac84fe16ba50ed7b3c7609547d2ba543d,UDP Demultiplexing Joseph T. Dixon
af7b3da6514a618c8066c983415394c21,Kenneth L. Calvert
a50b11ee3d83ec117f47ac14a6f2c9d30,Tucker Balch
a0fc73f1b504f820828344d895c1a89b9,Sunil U. Khaunte John O. Limb
a71237e45b90ed520242e58f64d0e1d5a,Bill Appelbe Raja Das
a780a10b05667a467faa1852cef932482,Reid Harmon
a7254d6f27793a4dcf808e39ebecedb44,Mimi M. Recker James Pitkow
a0660fa6bdfd476229bc5dc2bdb15c95b,Gregory D. Abowd Alan J. Dix
a4a807c83355262c442e87059ed400f8c,James E. Pitkow Margaret M. Recker
a3e495c229b01a7538fff65a9937a7e8d,Peter Pirolli
a7c386cb4259d0865e6d5752278deb741,James Pitkow
ac6fce4de641c1d4429ff06772013ab1c,Ramana Rao*
a261e467e05a4ad7a3c50e8c45958b7e9,Kurt Stirewalt Spencer Rugaber
a43273d4dcdef27f7fa60cb0a977848f2,Tucker Balch Ronald C. Arkin
af77b10b6b0d1446cdbf2048a840fd7a2,Darrin C. Bentivegna
a11fac8d3ab0c9a6d4e846ff3ab82ea0d,Khaled S. Ali
a0e7ab53d1d5964ad05e4dfbea9c2a975,Bill Appelbe
aa9aa8a8a27bb878b973d20b3ca8579d6,Maurizio Vitale
ac34a14809967e82106c6fd839c5949e9,and Sri Doddapaneni -Phil May
a157d7289948be590d1c1507ca9a3ed40,Scott Wills
aabd90c0039adb11a597c913f6fb66b6e,Nabil Kahale Leonard J. Schulman
ac5be1b118f033307b78098c263ce8a61,Baruch Awerbuch Leonard J. Schulman
afe5f1bafd1be0fc767791fed59142f18,Schaal. S. Atkeson
adda16fb6c66026617e55f4c6395bffd6,C. G. (). In: D. S. Touretzky
af99b0295170ebeff2f3bb00d5a088d0a,M. E. Hasselmo (eds.): Ad- Stefan Schaal Christopher C. Atkeson
a4986bcd95674c3f050e8f181efc7e008,Paul S. Linsay DeLiang Wang
a0926239b2089271060c9a475aac8a7cb,N Philip Stuart Resnik
a0980965ddbbf6d621cc6828444976986,Jinah Park Dimitri Metaxas
a8c6bf1b3347c77f7ebe5b92506b0d20e,Leon Axel
aea8fff08ded70c292a9a6dbf168095e9,Catherine Pelachaud
a108363305ac3188bf3bf7f8df24aebd5,Norman I. Badler
aa1c7e29cd70e2e0fae55b2e19ff0b8dd,Mark Steedman
a5a636c25b3c862c1c3a730ba71bf2def,Alexandre Pouget
a3baa75730752d8fa0760281a8887b6f2,Steven A. Fisher
ad21035fb2710c373144ccf5d88f203ec,Terrence J. Sejnowski Alexandre Pouget
ad65bdfb8f6b87465dbc59decd1d3f24c,Geoffrey J. Goodhill David J. Willshaw
accdda19176d9a2690a28666a8adb06cc,Marian Stewart Bartlett
a8b872c8812f9dd2d2b30216e3ffec1e4,Paul A. Viola
ac9e0317dcbdf8aa15fb60c99437d29c4,Terrence J. Sejnowski
a07f9b2597f690237008b9ddb23f4a992,Beatrice A. Golomb marni
ac31ac812dbb4b1a273b3c2d3bd465690,viola
add5585a92b04d4420477ee6082770fd1,terry
a344b4b46630ca95ce633a52c8261f064,beatrice Jan Larsen Joseph C. Hager Paul Ekman
a2a74eb830fc52c6e3a8f097c9af6f9dd,Michael S. Gray
a7b31a529e5d632f5651aae9176288b33,Javier R. Movellan Terrence J. Sejnowski
abe5d5d37542d75f93a87094459f76678,and
a38fb9822289b02a62dfed65419667910,Richard S. Zemel
a4591a8785d728d705a3cf986a6afd2a3,Steven J. Nowlan
a0acf4539a14b3aa27deeb4cbdf6e989f,michael
a534b44a19bf18d20b71ecc4eb77c572f,alex
a60a6608cac8c8d3d16bc460e1ff3d0b6,zemel
a111cc5eee5037be013f30fc5e1dd9ce4,nowlan
a8420cdfa38899529cf7b709c2cb6fafe,Pei Wang
a0ffb07b44c38218bbf4077b3c790e91d,Stephen Muggleton C. David Page Jr.
ae6f4e5d7358dbf58b338f181bfd60edf,Udi Manber
a2052bbd018ae6207c06ef2b6ce9c6d33,Mike Smith
ac3347c89e83522a276b63a842de7ca86,Burra Gopal
a9b50363eb9fb9033e241dbe2af2bbcad,John K. Ousterhout
a1414c3ea788e87abeb45f1d877da12cc,Michael N. Nelson Brent B. Welch John K. Ousterhout
abd990635c5f95f3ad66e12a3dc478d48,Mary G. Baker
ac40d186e7afb5a5e9751b04f8f54256b,John H. Hartman
a0164a2a94bc49ddb807694fb57b78257,Michael D. Kupfer
a49ee72a6c17a02f9b39aafd9f7999656,Ken W. Shirriff
a890692f38934b38d0bf30498177855a0,and John K. Ousterhout
aa1f243f85d350201a6292a662c85946c,John H. Hartman John K. Ousterhout
ad3d97eb354b27d8daef307adaf015a9e,Syed S. Ali
a6c44057178f5eee6f82f79c63045766c,Stuart C. Shapiro
a979bbd11d6ce21b0a66f937fbae2d9d8,Lane A. Hemaspaandra Ashish V. Naik Mitsunori Ogiwara Alan L. Selman
a2a330289ab33d6fc3c3e590a9affc4a5,by Syed S. Ali
ab43f05d18385d7122ff7a8810032dee2,Jin-Yi Cai Ashish V. Naik Alan L. Selman
a25240451bb62e9e3540c5aa567e9f592,Kannan Govindarajan Bharat Jayaraman Surya Mantha
a1d0c0679be05cb44fd718a62bddb3263,Kannan Govindarajan Bharat Jayaraman
a5b87a0da3e972ad4f8eabc1262668445,KENNETH W. REGAN
a3d908c401d0893aa56266c5ce085cdd9,Frederic Green Clark Kenneth W. Regan SUNY/Buffalo Thomas Schwentick
a042b486015b8cc986b1285e584a09db3,Wei Shu
a24467efa7553afd768b5bfe49308d3ec,Aidong Zhang
a1a96dd7deaabacd00c993a5e45de7a78,(N Jin-Yi Cai Zicheng Liu
af87b2236a6ec4bf33cf345465cf13243,Jin-yi Cai D. Sivakumar
a2291d7945a23771d40ca83c02a9b75aa,William J. Rapaport Stuart C. Shapiro Janyce M. Wiebe
a22d93b4d101a4a9782a55d382d50fbc0,Petr Slavk
a015355e430771cb58b6d567c3e67d4fe,Vinay P. Dabholkar Sreejit Chakravarty
af346bb32f712c56747fe35339d2bffee,Sreenivas Gollapudi
a10847402c206e5b7f781ca96d9be132c,Cai
aeb90a20fccb4846022dba40049d15a37,Jin-Yi
a7138fa16fb46f89868687ee0edd15716,A. Pavan Alan L. Selman
a358d1f1b8b3d96601ae3cc11a1d7c7b4,Karen Ehrlich
afc1d6666fd7a441e793b5b6cd805b09b,William J. Rapaport
a53e8b4fc866eb7297df3f4a5bb64fcad,Henry Hexmoor
aab3c654c466e4c07ef99dfcd2c421edd,Elisabeth Cuddihy
a469c230257fe3271dd74deec6c0e6b45,Ashish V. Naik Chronologic John D. Rogers James S. Royer Alan L. Selman
ad9b58dbbdf115a36c572ae7b3295c770,Ashley Saulsbury
a4500315b6eadcb3240223744a3958c70,Tom Stiemerling
a342b0f0e2c115a51ec6e1371532f3edd,Dirk Grunwald
aac1b13370b44677c7c08ce75547a92c9,Harini Srinivasan
ab19e072738b959f887b6d5a42af60867,C. Mic Bowman Peter B. Danzig Udi Manber Michael F. Schwartz
a89844b84f8c27989e6052a4ced320aef,Tushar Deepak Chandra Sam Toueg
a81d8af20173c3bb58dd15c2ad8d0ec8b,Stephen A. Vavasis Yinyu Ye
a6f5541875b1becdcfb354696d82dde00,Yanhong A. Liu Tim Teitelbaum
a07c8fe59faa8d13ac54478ec938920d3,Daniela Rus
a80c452f6b8a019c29a76f1edbb38b38e,Robert Gray
a55116fecced128e697c4bc2a3c01d7ee,and David Kotz
a774f1457a8d9ee2ac7b52bd49bcdbf2f,Kamlesh Rath Ignacio Celis Robert M. Wehrmeister Steven D. Johnson
a00f4a8c1c9375b9829ce87344671d96d,Munish Gandhi Edward L. Robertson
ab83624bfae2ecb26c74a544ae28f376c,Sho-Huan Simon Tung
a7d75ff57dea4f21db3a3d2333b39b7f5,Shinn-Der Lee
aedf3423918aba3bd3e337fb5b9dce892,Daniel P. Friedman
a46187cc8083f31f22d64c0c2910d36bf,Robert Hieb R. Kent Dybvig
a05a6154b18f2d88a8392b145831eeea6,and Carl Bruggeman
a1a49bf49dad1e26eced1fd03bf29bfc8,David S. Wise
a9c079c7ae748a1173b7a457945cd24e2,Phillip G. Bradford Gregory J. E. Rawlins Gregory E. Shannon
ac222bf04f6d94fc9f0bce7ef4b9b2f70,Bhaskar Bose
a7a8f722186cf6310688cb00c2c53a30b,Steven D. Johnson
aaaa1c21d95c72496118aba27408c90ae,and Shyamsundar Pullela
a7f04d3e88c45c2bca1d5ca06c6d0ab72,R. A. Montante
a2c3395e9874c1d6e2759ac6590df6cf1,J. W. Mills
a92b71c63cd5d07a79b67a8f8e6dbfdc8,Paul Walton Purdom
ab596f8183367dabd38401434d676531e,Paul S. Miner Shyamsundar Pullela Steven D. Johnson
af866e7c6df565b9edd508238182ac48b,Kathi Fisler
a12805c1cbe4c4b538fec39ac5ecb6c12,Jacob Gotwals Suresh Srinivas Shelby Yang
a1b646077697fa02d134335b93a8bb2c8,Manoj Jain
a7ea2fe6579b158012ff77d8827372ea6,Anurag Mendhekar
a5f7438b3939a132de115ee31ac452c32,and Dirk Van Gucht
a4bebf0a76542bb378ebef8bc274cacad,Jason L. Almeter
a68ebaa10bce654e8b3bd4e66dd4619f4,Aart J.C. Bik
aecdda9c28ac6b6b9e830b2afab7f6974,Dennis B. Gannon
a940cd256bee90d126a70a90198fba16d,Andrew J. Hanson Eric Wernert
ab50ecce1ec38dbe08ded832557e45fdf,Oscar Waddell
ad899f893b64ed564a3b35af1e2494fe2,R. Kent Dybvig
abe8a4db86c65e9612f021db37ed08463,by Steven D. Johnson
a5ad7daa00b4b1a3fe9a79954e1ba4e38,Benjamin C. Pierce David N. Turner
ac8f115edc04273e7cf335d6698757162,Byron Long
a582c9731410bf7eea0cee7756d13fecd,Scott D. Stoller
a050b09bd5f6cdfd4ef79240b1b60bace,Leena Unnikrishnan
abeb40de38ef70f21370bb5ab48eb9902,Paul S. Miner
a75a982646393985ee6a1d7501c015ce8,Sreerama K. Murthy Steven Salzberg
a8519dab3bf4496363649173205cf8b0d,E. Lippe
