citing_id,cited_id
p2abf19613cb51b89f00f0064a973265a,p154e7a40a473f792a84adb141a081fa1
p2abf19613cb51b89f00f0064a973265a,p18c9eba5518d5f2e7567408ab3e990e8
p2abf19613cb51b89f00f0064a973265a,pf7fed83fca687a4e73cdf7250f8550f2
p2abf19613cb51b89f00f0064a973265a,pacad88e792be87e7e7631a038a36d54d
p2abf19613cb51b89f00f0064a973265a,pe5b5fc0b4125b8afb1db7809331ef3de
p2abf19613cb51b89f00f0064a973265a,pbf1312146b94d3f301d07fd4738eb3d7
p2abf19613cb51b89f00f0064a973265a,p4b84f9ff1a9956f0bb6c1b29df647b05
pe0526f8b07ae690d9725a1c91cac1038,pa5734af99daf2358f93744358617b700
pe0526f8b07ae690d9725a1c91cac1038,pacad88e792be87e7e7631a038a36d54d
pe0526f8b07ae690d9725a1c91cac1038,p1136bfc56570fcc99bfc8571c7ed2571
pe0526f8b07ae690d9725a1c91cac1038,pbf1312146b94d3f301d07fd4738eb3d7
pe0526f8b07ae690d9725a1c91cac1038,p080e4041c1a18d63a7f851805e2ef524
pe0526f8b07ae690d9725a1c91cac1038,p82850a95fa9c6a996b70a32ff8484929
pe0526f8b07ae690d9725a1c91cac1038,pae8341fd38ca126414a176ea0df11bec
pe0526f8b07ae690d9725a1c91cac1038,paf1f990b44d61d636069de5ad9273820
pe353dbe42c8654f33588d4da0b517469,pc5946209b71de14e0901c7a5c19a40a0
p533fd290c0202afc2502fc621ff4170c,p2f1148b23694af43e5ebf2dfe33a6560
p533fd290c0202afc2502fc621ff4170c,pf512a693033f02a782f7f894345c596b
p533fd290c0202afc2502fc621ff4170c,pbcb9dda077465faa2bd1a696441739d0
p533fd290c0202afc2502fc621ff4170c,pbd11c72ce013bb8c6cb425557f0a0ebf
p533fd290c0202afc2502fc621ff4170c,p345fe2ff2ab64fa4ea6afceaadd3bd3b
p533fd290c0202afc2502fc621ff4170c,p8d9ef634497656656b9bf1348f173c9f
p533fd290c0202afc2502fc621ff4170c,p5950a63f73c64629dc4547953330e7b6
p533fd290c0202afc2502fc621ff4170c,p466f2aeedc83834d6bedd7721950282b
p533fd290c0202afc2502fc621ff4170c,pc89a401ee991183e22ffe1dbe6cad987
p533fd290c0202afc2502fc621ff4170c,p3b5edb07d78abbc63e3ed818b3aeae93
p533fd290c0202afc2502fc621ff4170c,p0c17886f29eb1c12fb98f184e1a4de92
p533fd290c0202afc2502fc621ff4170c,p309a558ee1a16dec9e9e3f2158b6e871
p533fd290c0202afc2502fc621ff4170c,pf258f143ff90f913d3b2f1fb7b9c057d
p533fd290c0202afc2502fc621ff4170c,p5fed9fd2f9d6e746e315c00c0fb833d8
p533fd290c0202afc2502fc621ff4170c,p4600b6cb6f6f8088f0ad7f33f73b74e7
p533fd290c0202afc2502fc621ff4170c,p16cee146496dde9755b403ec93604c48
p533fd290c0202afc2502fc621ff4170c,p5f3aa47873a035d17281bd6ecb01b47c
p533fd290c0202afc2502fc621ff4170c,pf7fed83fca687a4e73cdf7250f8550f2
p533fd290c0202afc2502fc621ff4170c,pacad88e792be87e7e7631a038a36d54d
p533fd290c0202afc2502fc621ff4170c,pe164aec603e97ff23dee9f2a9f00ec14
p533fd290c0202afc2502fc621ff4170c,pe78f7b0979e5ef05674d570c11d899e9
p533fd290c0202afc2502fc621ff4170c,pe9f7146cb0a141ac71e68f7033519895
p533fd290c0202afc2502fc621ff4170c,p077c5751eb3bacd78ebfc054265a13f8
p533fd290c0202afc2502fc621ff4170c,p657f2648748852e4411de9dce076a6f7
p533fd290c0202afc2502fc621ff4170c,p39c71f96aaf55235d6f1ad3d7d7219d1
p533fd290c0202afc2502fc621ff4170c,pe152e564415bd3eb67c385b7ec7f09d6
p533fd290c0202afc2502fc621ff4170c,p0a8d9ae327f980397b90de84f817bdde
p533fd290c0202afc2502fc621ff4170c,p4b84f9ff1a9956f0bb6c1b29df647b05
p533fd290c0202afc2502fc621ff4170c,pd6f11acc20a83820fb88e5c421dd96d8
p533fd290c0202afc2502fc621ff4170c,pc9ddf4c435c3d25766bc24724d53a689
p11e0eed8d3696c0a632f822df385ab3c,p49025ef70ead4610a661d2aade1df39a
p11e0eed8d3696c0a632f822df385ab3c,p05af13cce79d43b8234d843ec97d8a4a
p5f78c6ffdd2dea1da68c29dd5e16742d,p5d0838d41b985eff510bcb6eea6ac917
p5f78c6ffdd2dea1da68c29dd5e16742d,p42ead1d6d937e421477a6c73ee431d17
p4076b5e097cc33933e51e0bf9abfaf26,pf83b27deb8f7b3f5719ac2e610b5c0de
p4076b5e097cc33933e51e0bf9abfaf26,pec51a559bc0bf564bc665e0008dbe1e2
p4076b5e097cc33933e51e0bf9abfaf26,pcba8ddd5f942b0624148268de9469df5
p4076b5e097cc33933e51e0bf9abfaf26,p5c9442aba5b8ddafecabc3e52ce93541
p4076b5e097cc33933e51e0bf9abfaf26,pa351ffd9529e071c148b898469c15926
pc6b8e591b76f23f3db129f1f462bfb7c,pba593cecadac89c089fd6dec697952cc
pc6b8e591b76f23f3db129f1f462bfb7c,peb1078a1a79d3825f550e1c8fbab9825
pc6b8e591b76f23f3db129f1f462bfb7c,p35b090c685210f804bc8f5d343a1724a
pc6b8e591b76f23f3db129f1f462bfb7c,p2d153ced135872cbcaa12be220f0402a
pc6b8e591b76f23f3db129f1f462bfb7c,p1c1f18fdc76219f9391e5feeeca2f527
pc6b8e591b76f23f3db129f1f462bfb7c,p546446d89049ce737933898bfff76053
pc6b8e591b76f23f3db129f1f462bfb7c,p3c38dee086915e1d0d7e9f86de6eb89f
pc6b8e591b76f23f3db129f1f462bfb7c,p0e6ca6a823d1c13554d8ece90653262a
pc6b8e591b76f23f3db129f1f462bfb7c,pe7e4ae6ad7af1d26170367a37d48f8cb
pc6b8e591b76f23f3db129f1f462bfb7c,p3d35d0c2847359583af376922e2a1f3f
pc6b8e591b76f23f3db129f1f462bfb7c,pca7c34315e0f4c0a85768ce2148e93ee
pc6b8e591b76f23f3db129f1f462bfb7c,p1db3a272445afdf0ca6bdc0fa75a4bf1
pc6b8e591b76f23f3db129f1f462bfb7c,p76d7b96d4b9408f461209efbe25b83dd
pc6b8e591b76f23f3db129f1f462bfb7c,pb6e8f732ce062a893c676efc990f5f43
pc6b8e591b76f23f3db129f1f462bfb7c,pc4ee2bdbb4c89c5bddc9d746eff0328c
pc6b8e591b76f23f3db129f1f462bfb7c,pff11ee7881e5d40b233a4dc7223fd827
pc6b8e591b76f23f3db129f1f462bfb7c,p18605074f7ca76964331dbda14b27901
pc6b8e591b76f23f3db129f1f462bfb7c,pccc7f8a6a158408a3341d0b96aa41bf9
pc6b8e591b76f23f3db129f1f462bfb7c,pb5f02991f266ceee3193a5c0ea5673d6
pc6b8e591b76f23f3db129f1f462bfb7c,p946c999f40a451e44e06ce0755521e9c
pc6b8e591b76f23f3db129f1f462bfb7c,p53fb67547af7faf0ad5f09f8821548c8
pc6b8e591b76f23f3db129f1f462bfb7c,pd0f81d653aba7a30bb13684a6547e997
pc6b8e591b76f23f3db129f1f462bfb7c,p6ab8637aa614d2df0c460a26259f1dd0
pc6b8e591b76f23f3db129f1f462bfb7c,pb0292620d436c4571462a8f6ed9d6e31
pda8994f048a42bfd6de1d3c79013529a,ped135766904599ca5325948996fbff92
pda8994f048a42bfd6de1d3c79013529a,p6dec365b4088c334e519dc1a9c5ed362
pda8994f048a42bfd6de1d3c79013529a,p90b89f0513b6f813f354d446ed4b7374
p839640e980235e28d7c7ddfae6b2db00,p2f65fabf8609976478e9ff0b6ef02374
p839640e980235e28d7c7ddfae6b2db00,p0f23ce196ead0d04a063b8e74d68efec
p839640e980235e28d7c7ddfae6b2db00,p9bb13b16d11d38ab4b429526b31cb9ed
p839640e980235e28d7c7ddfae6b2db00,p037482b92d7acb877860247da6f1b864
p839640e980235e28d7c7ddfae6b2db00,p3ef5f2e905018e7a76a1e1ca23d7b186
p839640e980235e28d7c7ddfae6b2db00,pbd3c4af30c7a0fa34b6af2dc2d85b552
p839640e980235e28d7c7ddfae6b2db00,p93a8f2c39691cddbe209b60d847dcc50
p839640e980235e28d7c7ddfae6b2db00,p6e6578fe91baf738dd56ac5a553535c2
p839640e980235e28d7c7ddfae6b2db00,p14a01f7693c09184bbea9317ba312ca4
p839640e980235e28d7c7ddfae6b2db00,pcc85c4406ebe78fa30b08cfa13d411fe
p839640e980235e28d7c7ddfae6b2db00,pc4dad38d4682dace9bbc5c1881eb80a4
p839640e980235e28d7c7ddfae6b2db00,pb564dbaf4113f49c1131c072bbe64d59
p839640e980235e28d7c7ddfae6b2db00,pc8b6b9c5c481db4a714d8ca546138a5c
p839640e980235e28d7c7ddfae6b2db00,pd4c9b1d3824d9a7489f162c7a2b9d249
p839640e980235e28d7c7ddfae6b2db00,p70a65177b16d9fa3c4c1b010a8a4f458
p839640e980235e28d7c7ddfae6b2db00,p1456c47a40810a9bebdcc8ec74e5a280
p839640e980235e28d7c7ddfae6b2db00,p17be90829a0d876b46d939e663d72e7e
p839640e980235e28d7c7ddfae6b2db00,p64847893d164cb7cc0d4b9461a15bbfb
p839640e980235e28d7c7ddfae6b2db00,p278c232518e14e50815729bfd43ed413
p839640e980235e28d7c7ddfae6b2db00,p4819530133ec1ae04359f00ce91262bb
p839640e980235e28d7c7ddfae6b2db00,pa464bba15e638a40f653d5cf5971beab
p839640e980235e28d7c7ddfae6b2db00,p03b751f031dba8e59df1b98eeb671617
p839640e980235e28d7c7ddfae6b2db00,p82211af22911611e9102c6d5ba13aab7
p839640e980235e28d7c7ddfae6b2db00,pf4016b1853de368915830b1c8f50503a
p839640e980235e28d7c7ddfae6b2db00,pf9978a4760255e809763c995f107cd9c
p839640e980235e28d7c7ddfae6b2db00,p8eab2cca6e464f7991db79911cc495ec
p839640e980235e28d7c7ddfae6b2db00,p444237e21a7c04b592516a2181714f5d
p839640e980235e28d7c7ddfae6b2db00,pd5d135e9b265ee0a6009bfa963eec9ce
p839640e980235e28d7c7ddfae6b2db00,paed754669a78b14a70a887330dd0db74
p839640e980235e28d7c7ddfae6b2db00,pcc50f0adfcf45916b679d11357e10200
p839640e980235e28d7c7ddfae6b2db00,p277bb15441d415bd5a770f606d84d432
p839640e980235e28d7c7ddfae6b2db00,p1d30501bfaf62db9ca9ba1c903b00183
p839640e980235e28d7c7ddfae6b2db00,p637e9a543a00b6372d150c0c7ccd0435
p839640e980235e28d7c7ddfae6b2db00,p7b996b06bdc0035846382b8eff5a8422
p839640e980235e28d7c7ddfae6b2db00,p2c11f2e2866e4248aeaf91d766aada4a
p839640e980235e28d7c7ddfae6b2db00,pc5eeee6241b24c0da33184879e0252d8
p839640e980235e28d7c7ddfae6b2db00,p9934d642c6c3393343271bf93e1a00af
p839640e980235e28d7c7ddfae6b2db00,pabe99d14b115c8bfbe346bab675a06a3
p839640e980235e28d7c7ddfae6b2db00,pce8185a9d093e9fda1a5cb57bb9ebf20
p839640e980235e28d7c7ddfae6b2db00,p6cba284842eeb965fccca60cad95feda
p839640e980235e28d7c7ddfae6b2db00,p41106e65a8a57de142ab2928f03fca84
p839640e980235e28d7c7ddfae6b2db00,p1697b6226e68fbe8dd17865bbe280be9
p839640e980235e28d7c7ddfae6b2db00,pf5b29c4d95302a4b8e08d0cfbafad75b
p839640e980235e28d7c7ddfae6b2db00,p4f577f8c0a56965e37a694d7641ad2ee
p839640e980235e28d7c7ddfae6b2db00,p35302b603ca695ef40cc1b54f1b42d8a
p839640e980235e28d7c7ddfae6b2db00,p4f2d44117221ec6183d892d9c9927b80
p839640e980235e28d7c7ddfae6b2db00,p71f17dda3275cad41faf12821769c4a4
p839640e980235e28d7c7ddfae6b2db00,pda6c7121cc7bbe360da2a636ae7e2890
p839640e980235e28d7c7ddfae6b2db00,pee7a257b610507f72c18b06646f1b1ec
p839640e980235e28d7c7ddfae6b2db00,ped823e869a975d22bdc1eecdafb9ca87
p839640e980235e28d7c7ddfae6b2db00,pa71dfef64ec20be2198bdf055e28c9ce
p839640e980235e28d7c7ddfae6b2db00,p8801caff514c47668696b9673fef2f9f
p839640e980235e28d7c7ddfae6b2db00,pe4769af8678c766f5fa1f362cc64c297
p839640e980235e28d7c7ddfae6b2db00,p6efc04783cf0745077d7af1fdddfb433
p839640e980235e28d7c7ddfae6b2db00,p74559feaf88b256d4d3205ec07bbc333
p839640e980235e28d7c7ddfae6b2db00,p5e38c71ae37506ab7c156e7931e06527
p839640e980235e28d7c7ddfae6b2db00,p770b53da300254d6b0134b6a90d4e727
p839640e980235e28d7c7ddfae6b2db00,p3b1e1f345e0fe1e91c525889b6126cfd
p839640e980235e28d7c7ddfae6b2db00,pc5ef77d112be377eaf7ef4fec0f2390e
p839640e980235e28d7c7ddfae6b2db00,p849ad114b1f46b30c7ea5d1edbdde761
p839640e980235e28d7c7ddfae6b2db00,p61a3146e930de79314babee58d5acebb
p839640e980235e28d7c7ddfae6b2db00,p6e83bbcedc3863ea23466f4f97ca14c0
p839640e980235e28d7c7ddfae6b2db00,pa202d4146347da23738d828805bcde91
pa0da8eddc9c03e62c94b2bb371f982da,p131f6ef9184a9db65fb0323988351268
pa0da8eddc9c03e62c94b2bb371f982da,p55e09377a87759f6dbbd9f91102da686
pa0da8eddc9c03e62c94b2bb371f982da,p8b77772d145947eaedb2cf705aa2952f
pa0da8eddc9c03e62c94b2bb371f982da,p3927b58a8ba0e2f4adc0bee60ed24a6e
p76d36f8aa15832789dc08dbcee0c1ffb,pd4c9b1d3824d9a7489f162c7a2b9d249
p76d36f8aa15832789dc08dbcee0c1ffb,p2678b2898f1d683a754b2842f3a32069
p76d36f8aa15832789dc08dbcee0c1ffb,p982d7960aa20dad4689e26f0a3a2ee14
p76d36f8aa15832789dc08dbcee0c1ffb,p123fa3c6babbfc66b14a725f32cb68f6
p76d36f8aa15832789dc08dbcee0c1ffb,p2c11f2e2866e4248aeaf91d766aada4a
p76d36f8aa15832789dc08dbcee0c1ffb,pc5eeee6241b24c0da33184879e0252d8
p76d36f8aa15832789dc08dbcee0c1ffb,p0db264fd0769dbc332665229695a5e82
p76d36f8aa15832789dc08dbcee0c1ffb,p5e4ca82ed1aa91bc5d6ad93bfe9e0e9b
p76d36f8aa15832789dc08dbcee0c1ffb,p4f577f8c0a56965e37a694d7641ad2ee
p76d36f8aa15832789dc08dbcee0c1ffb,p8ce23aa8df70ed957217154c32158912
p76d36f8aa15832789dc08dbcee0c1ffb,pe1a909abac37d932258970ac5bf23640
pc6044a670fedbf31f77ac4327d1a9751,p713e6bb3866fb7a0c114a105c18a7742
pc6044a670fedbf31f77ac4327d1a9751,pad7a36b71ba39ddcd58aa1e77e5b0b2c
pc6044a670fedbf31f77ac4327d1a9751,p0c8bcb57e42142c1f7f2d8e216e8c95b
pc6044a670fedbf31f77ac4327d1a9751,pac4294102c1e6fd57edb8b420dfff458
